"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","site","closure_id","n_observations","X","day_of_year","time_observations_started","duration_minutes","effort_distance_km","number_observers","summer_nbr_TCB_mean_2400","spring_nbr_TCG_mean_75","fall_nbr_B2_stdDev_300","slope_mean_300","summer_b5_B4_stdDev_1200","species_observed_syn","observation_date","formatted_date","latitude","longitude","locality_id","observer_id","checklist_id","as_date","occupied_prob","occupied","site_area","site_max_dist"
"443",443,443,443,443,443,443,443,"L5937743_2017",2017,1,31025,-0.4912605,-0.2870581,0.3199727,-0.2630949,-0.4006648,0.4819429,0.4916223,-0.05930661,1.162922,-0.578333,0,"6/5/2017","2017-06-05",43.32515,-123.3378,"L5937743","obs614979","S37409244","2017-06-05",0.652518992070044,1,0,0
"444",444,444,444,444,444,444,444,"L5941414_2017",2017,1,31110,-0.4326115,-0.6412672,3.348031,-0.2630949,-0.4006648,-0.9007816,1.826348,-1.051821,2.696217,0.552318,0,"6/6/2017","2017-06-06",42.8887,-123.2815,"L5941414","obs349116","S37426873","2017-06-06",0.414418793896334,0,0,0
"445",445,445,445,445,445,445,445,"L5942052_2017",2017,1,31131,-0.5499095,0.09902987,-0.4067613,-0.2630949,-0.4006648,-1.687454,1.487488,-0.5159293,2.243966,1.399668,0,"6/4/2017","2017-06-04",44.31268,-124.0987,"L5942052","obs20174","S37431846","2017-06-04",0.320227842833778,0,0,0
"446",446,446,446,446,446,446,446,"L5942255_2017",2017,1,31137,-0.6085585,-0.9281766,-0.4370419,-0.2630949,-0.4006648,-0.4721536,1.829106,-0.2387129,0.9083299,-0.2265034,0,"6/3/2017","2017-06-03",42.00681,-124.1901,"L5942255","obs285064","S37433010","2017-06-03",0.349069431064345,0,0,0
"447",447,447,447,447,447,447,447,"30",2017,2,2737,-0.491260512941947,-1.2257123086329,0.168569785113133,-0.263094913901091,0.632390529287552,-2.33539277060852,0.323510330435193,0.192986518901147,4.1781661732598,2.66847685019391,0,"6/5/2017","2017-06-05",44.2874578,-124.1103709,"L5942332","obs407406,obs20174","G2472786","2017-06-05",0.729434808512007,0,0,0.00465057831403632
"448",448,448,448,448,448,448,448,"30",2017,2,31140,-0.4326115,-1.215086,-0.1947972,-0.2630949,-0.4006648,-2.335393,0.3235103,0.1929865,4.178166,2.668477,0,"6/6/2017","2017-06-06",44.28746,-124.1104,"L5942332","obs407406","S37433490","2017-06-06",0.729434742062794,0,0,0.00465057831403632
"449",449,449,449,449,449,449,449,"33",2017,1,34422,0.916315,-1.215086,-0.2553584,-0.2630949,-0.4006648,-2.398264,-0.2417803,2.407329,1.655306,2.349721,1,"6/29/2017","2017-06-29",44.20569,-124.1149,"L5942436","obs407406","S37950935","2017-06-29",0.756746901380477,1,0,0.00223254143969514
"450",450,450,450,450,450,450,450,"L5942444_2017",2017,1,2739,-0.491260512941947,-0.818371799412954,-0.194797235793425,-0.263094913901091,0.632390529287552,-2.31771703235812,0.639441222046977,2.80072160509761,-0.665325771534527,1.59379239417239,0,"6/5/2017","2017-06-05",44.1599438,-124.1170657,"L5942444","obs407406,obs20174","G2472810","2017-06-05",0.428281438757729,0,0,0
"451",451,451,451,451,451,451,451,"29",2017,2,28809,-1.546942,-0.6802302,1.22839,-0.2630949,-0.4006648,-2.332989,-0.8632021,3.443417,-0.6696609,2.341775,0,"5/18/2017","2017-05-18",44.32226,-124.1064,"L5942491","obs407406","S36975299","2017-05-18",0.622097368599079,0,0,0.00247860480244644
"452",452,452,452,452,452,452,452,"29",2017,2,2741,-0.549909491103644,-0.705024875198828,-0.225077820868972,-0.263094913901091,0.632390529287552,-2.3329885790105,-0.86320208866908,3.44341687545054,-0.669660866483952,2.34177525752573,0,"6/4/2017","2017-06-04",44.3222567,-124.1063851,"L5942491","obs407406,obs20174","G2472852","2017-06-04",0.622097455783199,1,0,0.00247860480244644
"453",453,453,453,453,453,453,453,"L5942540_2017",2017,1,33188,-0.2566646,-0.9635975,-0.1947972,-0.2630949,-0.4006648,-1.785036,-0.475074,2.889362,-0.5560683,2.42816,0,"6/9/2017","2017-06-09",44.41432,-124.0839,"L5942540","obs407406","S37765067","2017-06-09",0.645494491345182,1,0,0
"454",454,454,454,454,454,454,454,"8",2017,1,33187,-0.2566646,-1.05215,-0.2250778,-0.2630949,-0.4006648,-1.981281,-2.201222,3.413208,-0.752747,1.499518,0,"6/9/2017","2017-06-09",44.42951,-124.0837,"L5942551","obs407406","S37765015","2017-06-09",0.649528325369994,0,0,0.104255740767461
"455",455,455,455,455,455,455,455,"L5942565_2017",2017,1,33185,-0.2566646,-1.140702,-0.1947972,-0.2630949,-0.4006648,-1.898503,-0.3055118,2.786896,-0.6693169,2.161935,0,"6/9/2017","2017-06-09",44.4645,-124.0807,"L5942565","obs407406","S37764927","2017-06-09",0.561926707904957,0,0,0
"456",456,456,456,456,456,456,456,"42",2017,1,31148,-0.4326115,-1.084029,-0.4976031,-0.2630949,-0.4006648,1.65041,0.8217095,-0.903935,-0.9549582,-0.7668645,0,"6/6/2017","2017-06-06",44.42367,-123.3017,"L5942660","obs29084","S37434952","2017-06-06",0.349471767521915,1,0,0.307711410861988
"457",457,457,457,457,457,457,457,"45",2017,1,31149,-0.4326115,-1.030897,-0.4976031,-0.2630949,-0.4006648,1.561614,0.3742878,-0.9610027,-0.9539215,-0.7834268,0,"6/6/2017","2017-06-06",44.41953,-123.3005,"L5942665","obs29084","S37435008","2017-06-06",0.320364805949601,0,0,0.493609026640268
"458",458,458,458,458,458,458,458,"43",2017,1,31150,-0.4326115,-0.9706817,-0.4976031,-0.2630949,-0.4006648,1.593096,0.7456513,-0.1037908,-0.9624861,-0.6676626,0,"6/6/2017","2017-06-06",44.41811,-123.2941,"L5942678","obs29084","S37435042","2017-06-06",0.524238117914798,0,207.936279296875,0.47283946691178
"459",459,459,459,459,459,459,459,"L5942684_2017",2017,1,31151,-0.4326115,-0.9388029,-0.4976031,-0.2630949,-0.4006648,1.529477,1.116557,0.8457419,-0.9397101,-0.6432046,0,"6/6/2017","2017-06-06",44.41561,-123.2922,"L5942684","obs29084","S37435077","2017-06-06",0.720031409407468,1,0,0
"460",460,460,460,460,460,460,460,"49",2017,1,31152,-0.4326115,-1.013187,-0.4370419,-0.2630949,-0.4006648,1.448354,1.264824,-1.086853,-0.9375255,-0.7001919,0,"6/6/2017","2017-06-06",44.41468,-123.297,"L5942688","obs29084","S37435113","2017-06-06",0.273285714654736,0,28072.9150238037,0.776030313116689
"461",461,461,461,461,461,461,461,"49",2017,1,31153,-0.4326115,-0.8148297,-0.4370419,-0.2630949,-0.4006648,1.439123,1.096037,-0.9365433,-0.9314105,-0.7153711,0,"6/6/2017","2017-06-06",44.41398,-123.2996,"L5942702","obs29084","S37435198","2017-06-06",0.301816333676737,0,28072.9150238037,0.776030313116689
"462",462,462,462,462,462,462,462,"45",2017,1,31154,-0.4326115,-0.7333616,-0.4976031,-0.2630949,-0.4006648,1.576928,0.9818904,-0.94126,-0.9565103,-0.7918311,0,"6/6/2017","2017-06-06",44.42102,-123.3028,"L5942719","obs29084","S37435249","2017-06-06",0.323150193145318,0,0,0.493609026640268
"463",463,463,463,463,463,463,463,"L5943007_2017",2017,1,31157,-0.4326115,-0.6802302,-0.4370419,-0.2630949,-0.4006648,1.52503,0.8898862,0.4674783,-0.889787,-0.5371382,1,"6/6/2017","2017-06-06",44.42456,-123.3093,"L5943007","obs29084","S37438830","2017-06-06",0.656350273208767,0,0,0
"464",464,464,464,464,464,464,464,"16",2017,1,31158,-0.4326115,-0.630641,-0.4370419,-0.2630949,-0.4006648,0.6070746,1.913603,-0.004266102,-0.180974,-0.1046212,0,"6/6/2017","2017-06-06",44.42122,-123.326,"L5943021","obs29084","S37438874","2017-06-06",0.470322662175648,0,0,0.106069434233951
"465",465,465,465,465,465,465,465,"19",2017,1,31159,-0.4326115,-0.5668833,-0.3764807,-0.2630949,-0.4006648,0.3261898,1.911157,-0.7508721,0.1737645,-0.2087584,0,"6/6/2017","2017-06-06",44.42277,-123.3319,"L5943026","obs29084","S37438905","2017-06-06",0.296827709695794,1,0,0.0387829459686334
"466",466,466,466,466,466,466,466,"18",2017,1,31162,-0.4326115,-0.5243782,-0.4370419,-0.2630949,-0.4006648,0.1654938,1.555128,-0.316604,0.1335286,-0.1735929,0,"6/6/2017","2017-06-06",44.42218,-123.3359,"L5943035","obs29084","S37438943","2017-06-06",0.349670633589535,0,0,0.0876862409200844
"467",467,467,467,467,467,467,467,"17",2017,1,31163,-0.4326115,-0.4747889,-0.4976031,-0.2630949,-0.4006648,0.2843685,2.16661,-0.09337912,0.3833588,-0.09064595,0,"6/6/2017","2017-06-06",44.42007,-123.3323,"L5943038","obs29084","S37438961","2017-06-06",0.47228480815719,0,0,0.0164750043949221
"468",468,468,468,468,468,468,468,"24",2017,1,31171,-0.4326115,0.8216165,-0.4370419,-0.2630949,-0.4006648,1.905516,0.115095,0.709696,-0.662883,0.6053148,1,"6/6/2017","2017-06-06",44.31698,-123.2163,"L5943402","obs98760","S37441525","2017-06-06",0.841801283227883,1,0,0.0785982126944282
"469",469,469,469,469,469,469,469,"L5943416_2017",2017,1,31172,-0.4326115,0.8605795,-0.4370419,-0.2630949,-0.4006648,3.173169,-0.2705215,1.172221,-0.7781545,-0.666168,0,"6/6/2017","2017-06-06",44.31626,-123.1338,"L5943416","obs98760","S37441615","2017-06-06",0.953130155808868,1,0,0
"470",470,470,470,470,470,470,470,"23",2017,1,31179,-0.4326115,1.328136,-0.4067613,-0.2630949,-0.4006648,2.249308,1.619336,-0.1684362,-0.7263636,-0.4242695,0,"6/6/2017","2017-06-06",44.41802,-123.0031,"L5943455","obs98760","S37441846","2017-06-06",0.70576031191686,1,0,0.666269160087954
"471",471,471,471,471,471,471,471,"23",2017,1,31180,-0.4326115,1.360014,-0.3462002,-0.2630949,-0.4006648,2.445051,1.444319,0.1323842,-0.8639475,-0.4439486,0,"6/6/2017","2017-06-06",44.41795,-123.0073,"L5943458","obs98760","S37441860","2017-06-06",0.77753318540378,1,0,0.666269160087954
"472",472,472,472,472,472,472,472,"37",2017,1,33844,0.799017,-0.9635975,-0.2553584,-0.2630949,-0.4006648,-2.271964,0.9297096,0.5350938,1.892281,2.707305,0,"6/27/2017","2017-06-27",44.12042,-124.1249,"L5944576","obs407406","S37857690","2017-06-27",0.425564020479354,1,56.0590667724609,0.0399470221379291
"473",473,473,473,473,473,473,473,"L5944946_2017",2017,1,31208,-0.6085585,0.5772122,-0.4370419,-0.2630949,-0.4006648,-0.4987808,1.86749,-0.6333275,1.691188,-0.2619637,1,"6/3/2017","2017-06-03",42.00651,-124.1849,"L5944946","obs285064","S37451835","2017-06-03",0.387061722255859,1,0,0
"474",474,474,474,474,474,474,474,"98",2017,1,31209,-0.6085585,0.6020068,-0.4673225,-0.2630949,-0.4006648,-0.528696,1.332844,-0.6976338,1.674676,-0.2591848,0,"6/3/2017","2017-06-03",42.00669,-124.1834,"L5944979","obs285064","S37452025","2017-06-03",0.366778852713606,1,0,0
"475",475,475,475,475,475,475,475,"L5944989_2017",2017,1,31211,-0.6085585,0.6693066,0.8650232,-0.2630949,-0.4006648,-0.4760863,1.514626,-0.3977868,1.339834,-0.2317733,0,"6/3/2017","2017-06-03",42.00583,-124.1864,"L5944989","obs285064","S37452110","2017-06-03",0.388230573999338,0,0,0
"476",476,476,476,476,476,476,476,"L5945018_2017",2017,1,31212,-0.5499095,-1.424069,-0.4673225,-0.2630949,-0.4006648,-1.309666,1.228666,-0.4249431,1.45911,-0.1301885,0,"6/4/2017","2017-06-04",42.57639,-124.0528,"L5945018","obs285064","S37452161","2017-06-04",0.235254044818667,0,0,0
"477",477,477,477,477,477,477,477,"L5945022_2017",2017,1,31213,-0.5499095,-1.300096,-0.4976031,-0.2630949,-0.4006648,-1.079444,0.6808582,-0.9241422,2.490276,-0.3781256,0,"6/4/2017","2017-06-04",42.65436,-124.1108,"L5945022","obs285064","S37452184","2017-06-04",0.329726107634786,0,0,0
"478",478,478,478,478,478,478,478,"L5945030_2017",2017,1,31214,-0.5499095,-0.7014828,-0.2553584,-0.2630949,-0.4006648,-1.167887,0.7514068,-1.076318,1.591784,-0.5975376,0,"6/4/2017","2017-06-04",42.64277,-124.1151,"L5945030","obs285064","S37452952","2017-06-04",0.162067546764662,1,0,0
"479",479,479,479,479,479,479,479,"L5945245_2017",2017,1,31216,-0.5499095,-0.6023042,-0.2553584,-0.2630949,-0.4006648,-1.106822,0.9310836,-0.7422654,2.101449,-0.4214154,0,"6/4/2017","2017-06-04",42.65006,-124.115,"L5945245","obs285064","S37453417","2017-06-04",0.29653038156856,0,0,0
"480",480,480,480,480,480,480,480,"L5946025_2017",2017,1,31232,-0.3739626,-1.579921,1.955124,-0.2630949,-0.4006648,-2.298303,0.4611783,-0.9085805,2.281681,0.9942461,0,"6/7/2017","2017-06-07",44.27135,-124.105,"L5946025","obs407406","S37457609","2017-06-07",0.148261077575547,0,0,0
"481",481,481,481,481,481,481,481,"L5949639_2017",2017,1,31327,-0.4912605,-0.2339267,-0.4370419,-0.2630949,-0.4006648,-0.9528086,0.810613,-0.07941829,1.765096,1.075778,0,"6/5/2017","2017-06-05",44.39866,-123.8526,"L5949639","obs306781","S37475728","2017-06-05",0.495280291149125,1,0,0
"482",482,482,482,482,482,482,482,"L5957091_2017",2017,1,31525,-0.1980156,-0.1205798,-0.4370419,-0.2630949,-0.4006648,1.325544,1.212827,0.7404248,-0.8453788,-0.1758489,0,"6/10/2017","2017-06-10",44.42274,-123.313,"L5957091","obs331295","S37509234","2017-06-10",0.69174801841349,0,0,0
"483",483,483,483,483,483,483,483,"L5959112_2017",2017,1,32160,0.1538782,-0.6058463,1.22839,-0.2630949,-0.4006648,-0.5695922,0.9318224,0.4711152,1.35533,0.4520971,0,"6/16/2017","2017-06-16",42.04918,-124.2518,"L5959112","obs934122","S37628977","2017-06-16",0.609520853888614,1,0,0
"484",484,484,484,484,484,484,484,"L5962754_2017",2017,1,2761,-0.198015622133466,1.71422354078772,-0.103955480566786,-0.263094913901091,8.8968329527772,-1.20977551420991,0.741684231112065,-0.654411490399614,3.02145842999025,-0.446565367964952,1,"6/10/2017","2017-06-10",42.3449539,-123.0744535,"L5962754","obs27346,obs805371,obs665557,obs131205,obs764799,obs359480,obs962099","G2480941","2017-06-10",0.447762649688815,0,0,0
"485",485,485,485,485,485,485,485,"L5962775_2017",2017,1,2762,-0.198015622133466,2.0330117653392,-0.437041916397798,-0.263094913901091,8.8968329527772,-1.08748164818234,0.45241206410641,-0.403465963403387,3.62512146312694,-0.509627488897294,1,"6/10/2017","2017-06-10",42.3390231,-123.0635127,"L5962775","obs27346,obs805371,obs665557,obs131205,obs764799,obs359480,obs962099","G2480942","2017-06-10",0.641765820831705,0,0,0
"486",486,486,486,486,486,486,486,"L5965345_2017",2017,1,31708,-0.5499095,-1.452406,-0.1342361,-0.2630949,-0.4006648,-0.2586178,1.197642,-0.3073019,-0.4626572,0.2905468,0,"6/4/2017","2017-06-04",42.76388,-124.4455,"L5965345","obs299653","S37547310","2017-06-04",0.205019693989029,0,0,0
"487",487,487,487,487,487,487,487,"L5966991_2017",2017,1,2772,-0.080717665810073,-1.64367909179204,2.86354185683678,-0.263094913901091,4.76461174103237,-0.868737383493623,0.124525734070418,-0.991098676473737,1.71017752131984,0.537299943244771,1,"6/12/2017","2017-06-12",44.300939,-124.0166751,"L5966991","obs407406,obs20174,obs831853","G2482736","2017-06-12",0.282654206367808,1,0,0
"488",488,488,488,488,488,488,488,"L5970262_2017",2017,1,31841,-0.02206869,-0.6235568,-0.4370419,-0.2630949,0.6323905,0.3228099,0.2101731,-0.3649794,0.04928323,-0.433583,0,"6/13/2017","2017-06-13",42.46804,-123.006,"L5970262","obs277523","S37568451","2017-06-13",0.356745707135674,1,0,0
"489",489,489,489,489,489,489,489,"7",2017,1,31904,0.03658029,-1.122992,2.651578,-0.2630949,-0.4006648,-1.899018,-0.3107045,1.056703,-0.317212,2.038789,0,"6/14/2017","2017-06-14",44.44977,-124.0802,"L5971132","obs197538","S37586240","2017-06-14",0.239166223586018,0,27.1540222167969,0.0564876317713231
"490",490,490,490,490,490,490,490,"7",2017,2,2801,0.0365802905133197,-1.26821740523976,0.653059146321878,-0.263094913901091,0.632390529287552,-1.90914351826546,-0.263005699579603,1.09663638606767,-0.350746390427992,2.03585056500362,1,"6/14/2017","2017-06-14",44.449904,-124.080462,"L5973555","obs52877,obs197538","G2485952","2017-06-14",0.239432298609985,1,27.1540222167969,0.0564876317713231
"491",491,491,491,491,491,491,491,"7",2017,2,32133,0.1538782,-0.5243782,-0.2250778,-0.2630949,-0.4006648,-1.909144,-0.2630057,1.096636,-0.3507464,2.035851,0,"6/16/2017","2017-06-16",44.4499,-124.0805,"L5973555","obs52877","S37623016","2017-06-16",0.239432161440533,0,27.1540222167969,0.0564876317713231
"492",492,492,492,492,492,492,492,"L5976664_2017",2017,1,32007,0.03658029,1.462735,-0.2250778,-0.2630949,-0.4006648,-0.5439222,1.197869,-0.5763368,0.8738007,-0.140487,0,"6/14/2017","2017-06-14",43.90416,-123.0881,"L5976664","obs98760","S37599305","2017-06-14",0.268491908550121,0,0,0
"493",493,493,493,493,493,493,493,"L5977825_2017",2017,1,32032,0.09522927,-0.5739675,-0.4673225,-0.2630949,-0.4006648,-0.1993024,0.384487,-0.2852934,0.6977922,0.01177017,0,"6/15/2017","2017-06-15",43.28,-123.0797,"L5977825","obs30686","S37604607","2017-06-15",0.386040662222166,1,0,0
"494",494,494,494,494,494,494,494,"80",2017,2,2883,0.153878246836712,-0.747529971805691,-0.103955480566786,-0.263094913901091,0.632390529287552,-1.42133944161546,-0.137123232468722,3.47404324775133,-0.637622738601002,2.14298021231236,1,"6/16/2017","2017-06-16",43.9580662,-124.1412354,"L5981547","obs20174,obs407406","G2498335","2017-06-16",0.798992024052869,1,14.3747406005859,0.0252174638965512
"495",495,495,495,495,495,495,495,"80",2017,2,33848,0.799017,-0.3756104,-0.4370419,-0.2630949,-0.4006648,-1.421339,-0.1371232,3.474043,-0.6376227,2.14298,0,"6/27/2017","2017-06-27",43.95807,-124.1412,"L5981547","obs407406","S37858188","2017-06-27",0.798992053038225,1,14.3747406005859,0.0252174638965512
"496",496,496,496,496,496,496,496,"L5983340_2017",2017,1,32175,0.1538782,0.6693066,-0.1342361,-0.2630949,-0.4006648,-0.0345418,0.6590057,-0.311203,-0.6769632,0.5788223,1,"6/16/2017","2017-06-16",43.64386,-123.5859,"L5983340","obs305876","S37631505","2017-06-16",0.227673277732395,0,0,0
"497",497,497,497,497,497,497,497,"L5983610_2017",2017,1,2854,0.153878246836712,1.48044550944998,-0.406761331322251,-0.263094913901091,0.632390529287552,-1.28261822240566,-0.560411939228604,1.44778355308465,-0.809593182595069,2.33105422153029,0,"6/16/2017","2017-06-16",44.43188,-124.059937,"L5983610","obs52877,obs197538","G2489606","2017-06-16",0.383035181657658,1,0,0
"498",498,498,498,498,498,498,498,"L5983951_2017",2017,1,32215,0.1538782,1.767355,0.3199727,-0.2630949,-0.4006648,0.7339817,-0.09714173,-0.4210531,-0.7800309,-0.5401724,0,"6/16/2017","2017-06-16",44.06424,-123.2077,"L5983951","obs353130","S37634180","2017-06-16",0.297481717522668,0,0,0
"499",499,499,499,499,499,499,499,"60",2017,1,32266,0.2125272,-0.3685262,0.01716686,-0.2630949,-0.4006648,1.026874,0.9967057,-0.4552873,-0.7702987,-0.5123941,0,"6/17/2017","2017-06-17",44.07533,-123.2117,"L5985893","obs353130","S37643359","2017-06-17",0.348932520218467,0,0,0.107546281325054
"500",500,500,500,500,500,500,500,"L5987774_2017",2017,1,32306,0.2125272,-1.186749,-0.4370419,-0.2630949,-0.4006648,1.102103,0.3840849,0.6869698,-0.7507611,-0.4947555,0,"6/17/2017","2017-06-17",44.49515,-123.362,"L5987774","obs559925","S37651400","2017-06-17",0.637861530453578,1,0,0
"501",501,501,501,501,501,501,501,"L5987776_2017",2017,1,32307,0.2125272,-1.158413,-0.5581643,-0.2630949,-0.4006648,1.047775,0.9085565,1.099852,-0.1970335,-0.3986253,0,"6/17/2017","2017-06-17",44.49026,-123.3626,"L5987776","obs559925","S37651408","2017-06-17",0.787985539307631,0,0,0
"502",502,502,502,502,502,502,502,"12",2017,1,32308,0.2125272,-1.144244,-0.5581643,-0.2630949,-0.4006648,1.069282,1.451192,1.126274,-0.6562462,-0.546293,0,"6/17/2017","2017-06-17",44.4825,-123.3632,"L5987781","obs559925","S37651426","2017-06-17",0.726669747661411,1,0,0.0494333763952772
"503",503,503,503,503,503,503,503,"L5987783_2017",2017,1,32309,0.2125272,-1.084029,-0.5581643,-0.2630949,-0.4006648,1.785379,0.214201,0.07532706,-0.4335292,-0.8580676,0,"6/17/2017","2017-06-17",44.46658,-123.3372,"L5987783","obs559925","S37651436","2017-06-17",0.693440258642566,1,0,0
"504",504,504,504,504,504,504,504,"13",2017,1,32310,0.2125272,-1.108823,-0.5278837,-0.2630949,-0.4006648,1.60485,-0.5702519,1.343073,-0.4994605,-0.6518201,0,"6/17/2017","2017-06-17",44.47292,-123.3496,"L5987786","obs559925","S37651445","2017-06-17",0.864873965767311,1,0,0.238350584350126
"505",505,505,505,505,505,505,505,"L5987788_2017",2017,1,32311,0.2125272,-1.06986,-0.5278837,-0.2630949,-0.4006648,1.672599,0.7279028,0.3524278,-0.6859942,-0.9114863,0,"6/17/2017","2017-06-17",44.45976,-123.3374,"L5987788","obs559925","S37651456","2017-06-17",0.681007809257994,1,0,0
"506",506,506,506,506,506,506,506,"L5987793_2017",2017,1,32313,0.2125272,-0.9458871,-0.5278837,-0.2630949,-0.4006648,0.5570107,-0.269582,-0.5041298,-0.3023048,-0.2271925,0,"6/17/2017","2017-06-17",44.43176,-123.332,"L5987793","obs559925","S37651481","2017-06-17",0.333436827540364,0,0,0
"507",507,507,507,507,507,507,507,"L5987794_2017",2017,1,32314,0.2125272,-1.002561,-0.3462002,-0.2630949,-0.4006648,0.6775011,0.92297,0.05606875,-0.2271824,-0.3184086,0,"6/17/2017","2017-06-17",44.43816,-123.3365,"L5987794","obs559925","S37651488","2017-06-17",0.489334553080735,0,0,0
"508",508,508,508,508,508,508,508,"L5987798_2017",2017,1,32316,0.2125272,-0.8608769,-0.5581643,-0.2630949,-0.4006648,0.0537222,0.8035103,-0.6680452,-0.1460469,-0.2154837,0,"6/17/2017","2017-06-17",44.41117,-123.3398,"L5987798","obs559925","S37651504","2017-06-17",0.2220692671909,0,0,0
"509",509,509,509,509,509,509,509,"40",2017,1,32318,0.2125272,-0.7652404,-0.5278837,-0.2630949,-0.4006648,0.3489538,1.456583,0.539683,-0.2856198,-0.131258,0,"6/17/2017","2017-06-17",44.41272,-123.3318,"L5987801","obs559925","S37651524","2017-06-17",0.51869286997198,1,0,0.155847550085277
"510",510,510,510,510,510,510,510,"L5987805_2017",2017,1,32319,0.2125272,-0.4358259,-0.5581643,-0.2630949,-0.4006648,0.88332,1.45568,-0.2048963,-0.7578935,-0.1164266,0,"6/17/2017","2017-06-17",44.42009,-123.3193,"L5987805","obs559925","S37651544","2017-06-17",0.389539247674334,1,0,0
"511",511,511,511,511,511,511,511,"L5987828_2017",2017,1,32320,0.2125272,-0.1064114,-0.5581643,-0.2630949,-0.4006648,2.236893,0.5610083,-0.4817049,-0.93643,0.665774,0,"6/17/2017","2017-06-17",44.42884,-123.286,"L5987828","obs559925","S37651654","2017-06-17",0.661094787766685,1,0,0
"512",512,512,512,512,512,512,512,"L5987835_2017",2017,1,32322,0.2125272,0.8995425,-0.5581643,-0.2630949,-0.4006648,0.4006876,0.6535087,-0.0531945,-0.06337854,-0.2380881,1,"6/17/2017","2017-06-17",44.42784,-123.3321,"L5987835","obs559925","S37651692","2017-06-17",0.432223616897461,1,0,0
"513",513,513,513,513,513,513,513,"L5988502_2017",2017,1,32337,0.2125272,1.632755,3.499434,-0.2630949,-0.4006648,1.096535,0.7234471,-0.4726285,-0.8112879,-0.5590302,0,"6/17/2017","2017-06-17",44.07649,-123.2148,"L5988502","obs353130","S37655105","2017-06-17",0.353461564023155,1,0,0
"514",514,514,514,514,514,514,514,"L5990684_2017",2017,1,32378,0.2711762,0.05652477,-0.4976031,-0.2630949,0.6323905,0.2970032,0.4405239,-0.6799522,-0.9392312,-0.1943758,0,"6/18/2017","2017-06-18",42.44224,-123.4148,"L5990684","obs333023","S37664657","2017-06-18",0.169188479926761,1,0,0
"515",515,515,515,515,515,515,515,"L5990742_2017",2017,1,32379,0.2711762,0.102572,-0.4976031,-0.2630949,0.6323905,0.5444233,0.7778945,-0.639448,-0.962339,0.4091908,0,"6/18/2017","2017-06-18",42.43686,-123.4085,"L5990742","obs333023","S37664961","2017-06-18",0.229159932832802,0,0,0
"516",516,516,516,516,516,516,516,"L5990914_2017",2017,1,32382,0.2711762,-0.5597991,-0.0736749,-0.2630949,0.6323905,-0.9624062,1.100391,-0.9194572,0.004785912,-0.07129079,0,"6/18/2017","2017-06-18",43.9044,-123.5449,"L5990914","obs9869","S37665898","2017-06-18",0.0868185923027679,0,0,0
"517",517,517,517,517,517,517,517,"L5991054_2017",2017,1,32384,0.2711762,0.3788551,-0.5278837,-0.2630949,0.6323905,0.5805876,-0.3638269,0.4498022,-0.801714,0.4984598,1,"6/18/2017","2017-06-18",42.43729,-123.3939,"L5991054","obs333023","S37666668","2017-06-18",0.505305495936249,1,0,0
"518",518,518,518,518,518,518,518,"L5992285_2017",2017,1,32418,0.09522927,1.023516,0.1080086,-0.2630949,-0.4006648,0.01591575,0.2419735,-0.2906592,1.12282,-0.1800713,1,"6/15/2017","2017-06-15",42.42577,-123.0919,"L5992285","obs596315","S37673183","2017-06-15",0.503965913938281,1,0,0
"519",519,519,519,519,519,519,519,"L5992764_2017",2017,1,33181,0.5644211,-1.516164,3.166348,-0.2630949,-0.4006648,-1.022838,0.8379145,-0.859192,1.811018,0.5640603,0,"6/23/2017","2017-06-23",44.33777,-123.9133,"L5992764","obs407406","S37764302","2017-06-23",0.289414328150767,0,0,0
"520",520,520,520,520,520,520,520,"L5993660_2017",2017,1,32453,0.3298252,-1.11945,-0.3462002,-0.2630949,0.6323905,0.3801021,1.325125,-0.5428511,-0.9362429,0.3452514,0,"6/19/2017","2017-06-19",42.43902,-123.4148,"L5993660","obs333023","S37679342","2017-06-19",0.215527213401568,1,0,0
"521",521,521,521,521,521,521,521,"L5993989_2017",2017,1,32465,0.3298252,-0.7369037,-0.5581643,-0.2630949,0.6323905,0.01153577,0.7265675,1.935994,-0.4645438,-0.210604,0,"6/19/2017","2017-06-19",42.44201,-123.4388,"L5993989","obs333023","S37680848","2017-06-19",0.719158248841307,0,0,0
"522",522,522,522,522,522,522,522,"L5994927_2017",2017,1,32489,0.3298252,0.1450771,-0.5581643,-0.2630949,0.6323905,-0.06099769,-1.0178,1.658265,-0.552836,-0.131969,1,"6/19/2017","2017-06-19",43.19375,-123.3594,"L5994927","obs333023","S37685258","2017-06-19",0.64746837883382,0,0,0
"523",523,523,523,523,523,523,523,"L5995378_2017",2017,1,3023,-0.667207447427036,-1.39573269506035,-0.285638991020065,-0.263094913901091,0.632390529287552,-0.682103381001919,0.92695018786513,-0.416735996235091,-0.449737928302568,-0.16469695642011,0,"6/2/2017","2017-06-02",43.23845,-124.05623,"L5995378","obs194608,obs272653","G2509484","2017-06-02",0.124605706901516,0,0,0
"524",524,524,524,524,524,524,524,"L5995416_2017",2017,1,3024,-0.667207447427036,-1.35676968969571,-0.376480746246705,-0.263094913901091,0.632390529287552,-0.692744210661856,1.04430674150739,-0.65475637718627,-0.378151573207141,-0.199633730232237,0,"6/2/2017","2017-06-02",43.23983,-124.05234,"L5995416","obs194608,obs272653","G2509485","2017-06-02",0.104941954797432,0,0,0
